"data_source","signal","time_type","geo_type","min_time","max_time","num_locations","min_value","max_value","mean_value","stdev_value","last_update","max_issue","min_lag","max_lag"
"dsew-cpr","people_booster_doses","day","hhs",2021-11-01,2023-02-22,10,798354,21409818,9252301.1570292,5435063.9417483,1677257499,2023-02-24,1,182
"dsew-cpr","people_booster_doses","day","nation",2021-11-01,2023-02-22,1,19141580,117047500,92522945.6153846,24244972.5200394,1677257500,2023-02-24,1,182
"dsew-cpr","people_booster_doses","day","state",2021-11-01,2023-02-22,56,143,17335732,1652195.4574176,2259512.8844226,1677257500,2023-02-24,1,182
"dsew-cpr","people_full_vaccinated","day","county",2021-04-12,2023-02-22,3272,18,7519699,59563.0639614,211223.6154859,1677257493,2023-02-24,1,385
"dsew-cpr","people_full_vaccinated","day","hhs",2021-01-15,2023-02-22,10,62625,41839198,17210344.7447526,11586031.1172692,1677257499,2023-02-24,1,472
"dsew-cpr","people_full_vaccinated","day","msa",2021-04-12,2023-02-22,392,70,15491795,418183.4066464,1051278.8411392,1677257499,2023-02-24,1,385
"dsew-cpr","people_full_vaccinated","day","nation",2021-01-15,2023-02-22,1,1540774,228878714,172103447.447526,65899353.6538525,1677257500,2023-02-24,1,472
"dsew-cpr","people_full_vaccinated","day","state",2021-01-15,2023-02-22,56,0,29504730,3073275.8472773,4305501.1704603,1677257500,2023-02-24,1,472
"fb-survey","raw_cli","day","county",2020-04-06,2022-06-25,642,0,19.047619047619,0.9247258,0.998862,1656687582,2022-07-01,1,150
"fb-survey","raw_cli","day","hrr",2020-04-06,2022-06-25,306,0,11.0607993,0.9550459,1.0436459,1656687597,2022-07-01,3,150
"fb-survey","raw_cli","day","msa",2020-04-06,2022-06-25,342,0,10.9638047,0.8877732,0.9860774,1656687612,2022-07-01,4,150
"fb-survey","raw_cli","day","nation",2020-04-06,2022-06-26,1,0.338621,4.9208848,1.1742658,0.7933958,1656687622,2022-07-01,2,253
"fb-survey","raw_cli","day","state",2020-04-06,2022-06-25,51,0,11.081765,1.1699135,1.0178461,1656687626,2022-07-01,4,150
"fb-survey","raw_hh_cmnty_cli","day","county",2020-04-15,2022-06-25,351,0.4092675,68.9130435,21.0312594,9.4592786,1656687582,2022-07-01,1,141
"fb-survey","raw_hh_cmnty_cli","day","hrr",2020-04-15,2022-06-25,288,1.2711864,68.9054726,21.6422026,9.9707881,1656687597,2022-07-01,4,141
"fb-survey","raw_hh_cmnty_cli","day","msa",2020-04-15,2022-06-25,215,2.2987534,68.9130435,20.9525067,9.5781275,1656687612,2022-07-01,4,141
"fb-survey","raw_hh_cmnty_cli","day","nation",2020-04-15,2022-06-26,1,8.6940597,48.3062084,21.5924631,7.4691767,1656687623,2022-07-01,2,244
"fb-survey","raw_hh_cmnty_cli","day","state",2020-04-15,2022-06-25,51,2.9411765,66.9255021,22.2057274,9.7290508,1656687626,2022-07-01,4,141
"fb-survey","raw_ili","day","county",2020-04-06,2022-06-25,642,0,19.047619047619,0.9478843,1.0147259,1656687582,2022-07-01,1,150
"fb-survey","raw_ili","day","hrr",2020-04-06,2022-06-25,306,0,11.2681159,0.9779726,1.061052,1656687597,2022-07-01,3,150
"fb-survey","raw_ili","day","msa",2020-04-06,2022-06-25,342,0,10.9638047,0.9124409,1.004418,1656687612,2022-07-01,4,150
"fb-survey","raw_ili","day","nation",2020-04-06,2022-06-26,1,0.3525545,5.0480449,1.2000985,0.8120644,1656687623,2022-07-01,2,253
"fb-survey","raw_ili","day","state",2020-04-06,2022-06-25,51,0,11.081765,1.1941615,1.0364316,1656687626,2022-07-01,4,150
"fb-survey","raw_nohh_cmnty_cli","day","county",2020-04-15,2022-06-25,351,0.3267974,64.0283737,16.7370961,8.6774912,1656687582,2022-07-01,1,141
"fb-survey","raw_nohh_cmnty_cli","day","hrr",2020-04-15,2022-06-25,288,0.3787879,64.0939597,17.3080434,9.1652301,1656687597,2022-07-01,4,141
"fb-survey","raw_nohh_cmnty_cli","day","msa",2020-04-15,2022-06-25,215,0.5633451,64.0283737,16.6829469,8.7874763,1656687612,2022-07-01,4,141
"fb-survey","raw_nohh_cmnty_cli","day","nation",2020-04-15,2022-06-26,1,5.7044523,41.8558786,17.0048453,6.824453,1656687623,2022-07-01,2,244
"fb-survey","raw_nohh_cmnty_cli","day","state",2020-04-15,2022-06-25,51,0.3267974,60.9350753,17.5830578,9.0078233,1656687626,2022-07-01,4,141
"fb-survey","raw_wcli","day","county",2020-04-06,2022-06-25,640,0,19.047619047619,0.9389968,1.0065155,1656687582,2022-07-01,2,150
"fb-survey","raw_wcli","day","hrr",2020-04-06,2022-06-25,306,0,11.1186835,0.9865602,1.0702621,1656687597,2022-07-01,2,150
"fb-survey","raw_wcli","day","msa",2020-04-06,2022-06-25,340,0,11.7928697,0.9314997,1.0168941,1656687612,2022-07-01,2,150
"fb-survey","raw_wcli","day","nation",2020-04-06,2022-06-25,1,0.4039215,5.408061,1.3702998,0.9063896,1656687623,2022-07-01,4,253
"fb-survey","raw_wcli","day","state",2020-04-06,2022-06-25,51,0,11.2808901,1.2850101,1.1000853,1656687626,2022-07-01,2,150
"fb-survey","raw_whh_cmnty_cli","day","county",2020-04-15,2022-06-25,343,0.4092675,69.7366276,21.2513547,9.4036702,1656687582,2022-07-01,4,141
"fb-survey","raw_whh_cmnty_cli","day","hrr",2020-04-15,2022-06-25,287,1.4154066,69.0424071,21.8559408,9.9701793,1656687597,2022-07-01,4,141
"fb-survey","raw_whh_cmnty_cli","day","msa",2020-04-15,2022-06-25,207,1.6579937,69.9032636,21.1068482,9.564647,1656687612,2022-07-01,4,141
"fb-survey","raw_whh_cmnty_cli","day","nation",2020-04-15,2022-06-25,1,9.1761173,48.2407423,21.5503016,7.2072222,1656687623,2022-07-01,4,244
"fb-survey","raw_whh_cmnty_cli","day","state",2020-04-15,2022-06-25,51,2.5278035,67.7211955,22.4708687,9.5978548,1656687627,2022-07-01,4,141
"fb-survey","raw_wili","day","county",2020-04-06,2022-06-25,640,0,19.047619047619,0.9617527,1.0224706,1656687582,2022-07-01,2,150
"fb-survey","raw_wili","day","hrr",2020-04-06,2022-06-25,306,0,11.1227941,1.0088413,1.0878227,1656687597,2022-07-01,2,150
"fb-survey","raw_wili","day","msa",2020-04-06,2022-06-25,340,0,11.7928697,0.9555916,1.0354607,1656687612,2022-07-01,2,150
"fb-survey","raw_wili","day","nation",2020-04-06,2022-06-25,1,0.4144906,5.5247274,1.3975828,0.9277962,1656687623,2022-07-01,4,253
"fb-survey","raw_wili","day","state",2020-04-06,2022-06-25,51,0,11.2808901,1.3091654,1.1199192,1656687627,2022-07-01,2,150
"fb-survey","raw_wnohh_cmnty_cli","day","county",2020-04-15,2022-06-25,343,0.3267974,64.8845314,16.7082958,8.5360556,1656687582,2022-07-01,4,141
"fb-survey","raw_wnohh_cmnty_cli","day","hrr",2020-04-15,2022-06-25,287,0.3787879,64.4127616,17.2542155,9.0633926,1656687597,2022-07-01,4,141
"fb-survey","raw_wnohh_cmnty_cli","day","msa",2020-04-15,2022-06-25,207,0.7005145,64.8845314,16.5727216,8.6670007,1656687612,2022-07-01,4,141
"fb-survey","raw_wnohh_cmnty_cli","day","nation",2020-04-15,2022-06-25,1,5.9588102,40.5355196,16.6488651,6.4672122,1656687623,2022-07-01,4,244
"fb-survey","raw_wnohh_cmnty_cli","day","state",2020-04-15,2022-06-25,51,0.3267974,61.2646482,17.5685456,8.7803074,1656687627,2022-07-01,4,141
"fb-survey","smoothed_accept_covid_vaccine","day","county",2020-12-20,2021-08-08,757,6.3106857,96.3920452,67.9237724,14.3796865,1628859255,2021-08-13,1,44
"fb-survey","smoothed_accept_covid_vaccine","day","hrr",2020-12-20,2021-08-06,306,10.2941176,92.1875,61.1924903,16.7694796,1628686576,2021-08-11,1,44
"fb-survey","smoothed_accept_covid_vaccine","day","msa",2020-12-20,2021-08-07,362,15.1563221,92.9292808,65.2383722,14.3516874,1628772890,2021-08-12,1,44
"fb-survey","smoothed_accept_covid_vaccine","day","nation",2020-12-20,2021-08-08,1,17.755102,74.5601494,46.7574433,22.3505344,1628859420,2021-08-13,1,44
"fb-survey","smoothed_accept_covid_vaccine","day","state",2020-12-20,2021-08-08,51,6.3106857,90.8967391,55.2646333,20.9437812,1628859424,2021-08-13,1,44
"fb-survey","smoothed_accept_covid_vaccine_no_appointment","day","county",2021-05-20,2022-06-27,92,2.8931167,48.019802,15.5086319,5.4726703,1656687582,2022-07-01,1,63
"fb-survey","smoothed_accept_covid_vaccine_no_appointment","day","hrr",2021-05-21,2022-06-27,168,1.1811024,47.5490196,15.5441133,5.3891774,1656687597,2022-07-01,1,63
"fb-survey","smoothed_accept_covid_vaccine_no_appointment","day","msa",2021-05-21,2022-06-27,95,3.3219911,38.9585132,17.2049154,5.438195,1656687612,2022-07-01,1,63
"fb-survey","smoothed_accept_covid_vaccine_no_appointment","day","nation",2021-05-20,2022-06-27,1,10.5194141,21.4088779,14.5975905,2.8074055,1656687623,2022-07-01,1,63
"fb-survey","smoothed_accept_covid_vaccine_no_appointment","day","state",2021-05-20,2022-06-27,48,2.8931167,31.7490615,14.3656827,4.2749012,1656687627,2022-07-01,1,63
"fb-survey","smoothed_anxious_5d","day","county",2020-09-08,2021-03-15,754,2.496938,38.803681,17.3270685,3.6738037,1616241076,2021-03-20,1,92
"fb-survey","smoothed_anxious_5d","day","hrr",2020-09-08,2021-03-11,306,4.4715447,33.9673913,16.9910865,3.0886278,1616007474,2021-03-17,1,92
"fb-survey","smoothed_anxious_5d","day","msa",2020-09-08,2021-03-14,359,2.496938,37.2055658,17.3911656,3.5361126,1616154697,2021-03-19,1,92
"fb-survey","smoothed_anxious_5d","day","nation",2020-09-08,2021-03-18,1,12.3224728,22.7558011,16.9176287,1.864669,1616500410,2021-03-23,5,98
"fb-survey","smoothed_anxious_5d","day","state",2020-09-08,2021-03-15,51,6.7457199,38.803681,17.2987398,2.7756485,1616241129,2021-03-20,5,92
"fb-survey","smoothed_anxious_7d","day","county",2021-03-02,2022-06-27,616,0.473738,30.7957769,12.7975556,3.1461309,1656687582,2022-07-01,1,63
"fb-survey","smoothed_anxious_7d","day","hrr",2021-03-02,2022-06-27,306,1.3888889,31.8627451,12.7682873,2.9999053,1656687597,2022-07-01,1,63
"fb-survey","smoothed_anxious_7d","day","msa",2021-03-02,2022-06-27,332,2.496278,27.8770477,12.9200141,3.0893081,1656687612,2022-07-01,1,63
"fb-survey","smoothed_anxious_7d","day","nation",2021-03-02,2022-06-27,1,10.0859188,16.2442525,12.6390425,1.3485845,1656687623,2022-07-01,1,63
"fb-survey","smoothed_anxious_7d","day","state",2021-03-02,2022-06-27,51,3.0405405,22.815534,12.7942177,2.2673367,1656687627,2022-07-01,1,63
"fb-survey","smoothed_appointment_not_vaccinated","day","county",2021-05-20,2022-06-27,99,0.1462927,17.1988482,3.3385882,1.8404781,1656687582,2022-07-01,1,88
"fb-survey","smoothed_appointment_not_vaccinated","day","hrr",2021-05-21,2022-06-27,177,0.1851852,20.3846154,3.4699997,1.9600779,1656687597,2022-07-01,1,87
"fb-survey","smoothed_appointment_not_vaccinated","day","msa",2021-05-21,2022-06-27,99,0.2074501,19.0133854,3.9230132,2.0474182,1656687612,2022-07-01,1,87
"fb-survey","smoothed_appointment_not_vaccinated","day","nation",2021-05-20,2022-06-27,1,1.3645163,5.7176348,2.879369,1.0287608,1656687623,2022-07-01,1,88
"fb-survey","smoothed_appointment_not_vaccinated","day","state",2021-05-20,2022-06-27,49,0.136612,14.0884056,3.0139223,1.5351489,1656687627,2022-07-01,1,88
"fb-survey","smoothed_appointment_or_accept_covid_vaccine","day","county",2021-05-20,2022-06-27,97,2.8947834,55.6878788,18.1899701,6.4070756,1656687582,2022-07-01,1,63
"fb-survey","smoothed_appointment_or_accept_covid_vaccine","day","hrr",2021-05-21,2022-06-27,178,2.2727273,55.8252427,18.2009257,6.2416784,1656687597,2022-07-01,1,63
"fb-survey","smoothed_appointment_or_accept_covid_vaccine","day","msa",2021-05-20,2022-06-27,98,3.3219911,46.6146387,20.1795558,6.2956446,1656687612,2022-07-01,1,63
"fb-survey","smoothed_appointment_or_accept_covid_vaccine","day","nation",2021-05-20,2022-06-27,1,11.9167877,25.8840354,17.0285233,3.5663794,1656687623,2022-07-01,1,63
"fb-survey","smoothed_appointment_or_accept_covid_vaccine","day","state",2021-05-20,2022-06-27,49,2.8947834,40.9091301,16.7679518,5.0595141,1656687627,2022-07-01,1,63
"fb-survey","smoothed_belief_children_immune","day","county",2021-05-20,2022-02-18,362,0.2237989,19.3409509,4.8528498,2.2392157,1645624285,2022-02-23,5,110
"fb-survey","smoothed_belief_children_immune","day","hrr",2021-05-20,2022-02-15,291,0.1333333,17.578125,4.9065365,2.1153129,1645365159,2022-02-20,5,110
"fb-survey","smoothed_belief_children_immune","day","msa",2021-05-20,2022-02-17,216,0.1493704,18.8073394,4.7442141,2.0875794,1645538069,2022-02-22,5,110
"fb-survey","smoothed_belief_children_immune","day","nation",2021-05-20,2022-02-19,1,2.9170739,6.4676486,4.712255,1.1693786,1645710822,2022-02-24,5,110
"fb-survey","smoothed_belief_children_immune","day","state",2021-05-20,2022-02-18,51,0.4000003,12.3672014,4.6223851,1.5579756,1645624436,2022-02-23,5,110
"fb-survey","smoothed_belief_created_small_group","day","county",2021-05-20,2022-06-27,363,1.5595178,38.9954032,16.9962957,5.1983294,1656687582,2022-07-01,1,110
"fb-survey","smoothed_belief_created_small_group","day","hrr",2021-05-20,2022-06-27,291,2.4509804,50.4901961,18.915403,5.1776701,1656687597,2022-07-01,1,110
"fb-survey","smoothed_belief_created_small_group","day","msa",2021-05-20,2022-06-27,216,2.0612317,40.4307125,17.6122869,4.8342499,1656687612,2022-07-01,1,110
"fb-survey","smoothed_belief_created_small_group","day","nation",2021-05-20,2022-06-27,1,16.8966159,20.3157167,18.5028106,0.8152889,1656687623,2022-07-01,1,110
"fb-survey","smoothed_belief_created_small_group","day","state",2021-05-20,2022-06-27,51,2.2522523,35.5991822,18.8051095,4.2701708,1656687627,2022-07-01,1,110
"fb-survey","smoothed_belief_distancing_effective","day","county",2021-05-20,2022-06-27,375,49.3620543,96.961326,77.6388762,6.9251447,1656687582,2022-07-01,1,110
"fb-survey","smoothed_belief_distancing_effective","day","hrr",2021-05-20,2022-06-27,293,47.7564103,96.2328767,75.1385342,6.9507118,1656687597,2022-07-01,1,110
